Datum	Customer	Country	Catalog Number	Catalog Name	Quantity	Price	Total	Currency_ID	Subsidiary
08.12.14	LMU Physiol. Freezer, M	GERMANY	M2200S	Quick Ligation™ Kit	1	89,1	89,1	20	New England Biolabs Germany
08.12.14	LMU Physiol. Freezer, M	GERMANY	R3101S	EcoRI-HF®	1	36,75	36,75	20	New England Biolabs Germany
08.12.14	LMU Physiol. Freezer, M	GERMANY	R3131S	NheI-HF®	1	48	48	20	New England Biolabs Germany
08.12.14	LMU Physiol. Freezer, M	GERMANY	R0189S	NotI, recombinant	1	52,5	52,5	20	New England Biolabs Germany
08.12.14	LMU Physiol. Freezer, M	GERMANY	R0532S	PmlI	1	46,5	46,5	20	New England Biolabs Germany
08.12.14	LMU Physiol. Freezer, M	GERMANY	R0652S	AfeI, recombinant	1	51	51	20	New England Biolabs Germany
08.12.14	LMU Physiol. Freezer, M	GERMANY	R3140S	PstI-HF®	1	48	48	20	New England Biolabs Germany
08.12.14	LMU Physiol. Freezer, M	GERMANY	R3189S	NotI-HF®	2	52,5	105	20	New England Biolabs Germany
08.12.14	LMU Physiol. Freezer, M	GERMANY	R3193S	NcoI-HF®	2	46,5	93	20	New England Biolabs Germany
08.12.14	LMU Physiol. Freezer, M	GERMANY	R0150S	PvuI, recombinant	1	51	51	20	New England Biolabs Germany
08.12.14	LMU Physiol. Freezer, M	GERMANY	R0157S	SacII, recombinant	1	43,5	43,5	20	New England Biolabs Germany
08.12.14	LMU Physiol. Freezer, M	GERMANY	R3195S	EcoRV-HF®	1	43,5	43,5	20	New England Biolabs Germany
08.12.14	LMU Physiol. Freezer, M	GERMANY	R3552S	AgeI-HF®	1	49,5	49,5	20	New England Biolabs Germany
08.12.14	LMU Physiol. Freezer, M	GERMANY	R0176S	DpnI, recombinant	1	46,5	46,5	20	New England Biolabs Germany
08.12.14	Wacker/Consortium, M•R1x	GERMANY	M0530L	Phusion® High-Fidelity DNA Polymerase	1	399	399	20	New England Biolabs Germany
08.12.14	MPI f. terrestr. Mikrobio., MR	GERMANY	R3101L	EcoRI-HF®	1	152,88	152,88	20	New England Biolabs Germany
08.12.14	siTOOLs Biotech GmbH, Martinsried	GERMANY	R0614S	BtsI, recombinant	1	48	48	0	New England Biolabs Germany
08.12.14	Baliopharm, Jülich	GERMANY	R0174S	AvrII, recombinant	1	68	68	20	New England Biolabs Germany
08.12.14	Apotheke, Wien•R1x	AUSTRIA	C3019H	NEB 10-beta Competent E. coli (High Efficiency)	1	189	189	20	New England Biolabs Germany
08.12.14	Apotheke, Wien•R1x	AUSTRIA	R0547S	PacI, recombinant	1	57,6	57,6	20	New England Biolabs Germany
08.12.14	Apotheke, Wien•R1x	AUSTRIA	R3131S	NheI-HF®	1	57,6	57,6	20	New England Biolabs Germany
08.12.14	Apotheke, Wien•R1x	AUSTRIA	R0602S	NspI, recombinant	1	59,4	59,4	20	New England Biolabs Germany
08.12.14	Mikrobiologie, BN	GERMANY	C2566H	T7 Express Competent E. coli (High Efficiency)	1	179	179	20	New England Biolabs Germany
08.12.14	Klinikum/Verwaltung, ER	GERMANY	C2992H	NEB 5-alpha F´ Iq Competent E. coli (High Efficiency)	1	163,8	163,8	20	New England Biolabs Germany
08.12.14	LMU Biologie II, Martinsried	GERMANY	M0201S	T4 Polynucleotide Kinase (PNK)	1	52,2	52,2	20	New England Biolabs Germany
08.12.14	LMU Biologie II, Martinsried	GERMANY	B0202S	NEBuffer Pack for T4 DNA Ligase (#M0202)	1	16,2	16,2	20	New England Biolabs Germany
08.12.14	UniBO Freezer Systembiochemie, BO	GERMANY	R0146S	XhoI, recombinant	1	51	51	20	New England Biolabs Germany
08.12.14	KIT Botanik I Freezer, KA	GERMANY	R3658S	BmtI-HF®	1	46,5	46,5	20	New England Biolabs Germany
08.12.14	Baxter, Wien	AUSTRIA	C3030H	SHuffle™ T7 Express LysY Competent E. coli	1	65	65	20	New England Biolabs Germany
08.12.14	Uniklinik Apotheke, MS	GERMANY	N3231L	DNA Ladder 100 bp	5	183,6	918	20	New England Biolabs Germany
08.12.14	Klinikum/Verwaltung, ER	GERMANY	M0210S	DNA Pol. Lg. Fragm. (Klenow)	1	53,1	53,1	20	New England Biolabs Germany
08.12.14	Klinikum/Verwaltung, ER	GERMANY	R0176S	DpnI, recombinant	1	55,8	55,8	20	New England Biolabs Germany
08.12.14	RWTH Biologie, AC	GERMANY	R0146S	XhoI, recombinant	1	61,2	61,2	20	New England Biolabs Germany
08.12.14	Uniklinik Apotheke, GI	GERMANY	R0575S	BsrGI, recombinant	1	54,4	54,4	20	New England Biolabs Germany
08.12.14	Apotheke, HAL	GERMANY	M0324L	Crimson Taq DNA Polymerase	2	149,6	299,2	20	New England Biolabs Germany
08.12.14	Apotheke, HAL	GERMANY	R3535S	BsaI-HF®	1	56,1	56,1	20	New England Biolabs Germany
08.12.14	MPI Evo Anthropologie, L SAP	GERMANY	S1507S	50 ml Magnetic Separation Rack (4 tubes)	1	202,8	202,8	20	New England Biolabs Germany
08.12.14	KIT Technologie eFreezer, KA•S	GERMANY	R3195S	EcoRV-HF®	1	46,4	46,4	20	New England Biolabs Germany
08.12.14	KIT Technologie eFreezer, KA•S	GERMANY	R3142S	KpnI-HF®	1	46,4	46,4	20	New England Biolabs Germany
08.12.14	Boehringer, Biberach	GERMANY	P0704L	PNGase F	10	432	4320	20	New England Biolabs Germany
08.12.14	Boehringer, Biberach	GERMANY	P0704L	PNGase F	10	432	4320	20	New England Biolabs Germany
08.12.14	UniTü Archäologie, TÜ	GERMANY	M0280S	Uracil-DNA Glycosylase (UDG)	1	69	69	20	New England Biolabs Germany
08.12.14	UniFR Pharm. Biologie, FR	GERMANY	R3156S	SacI-HF®	1	43,5	43,5	20	New England Biolabs Germany
08.12.14	UniFR Pharm. Biologie, FR	GERMANY	R3122S	ScaI-HF®	1	46,5	46,5	20	New England Biolabs Germany
08.12.14	UniL Apotheke,  L•R1x	GERMANY	M0202S	T4 DNA Ligase	1	61,2	61,2	20	New England Biolabs Germany
08.12.14	Twincore, H	GERMANY	R0174S	AvrII, recombinant	1	54,4	54,4	20	New England Biolabs Germany
08.12.14	Physikal. Chemie, BN	GERMANY	E8021S	Amylose Resin	1	145	145	20	New England Biolabs Germany
08.12.14	Eurofins Medigenomix, Ebersberg	GERMANY	M0493L	Q5® Hot Start High-Fidelity DNA Polymerase	2	336	672	20	New England Biolabs Germany
08.12.14	MPI Exp. Medizin, GÖ	GERMANY	R3101L	EcoRI-HF®	2	147	294	20	New England Biolabs Germany
08.12.14	MPI Exp. Medizin, GÖ	GERMANY	R3136L	BamHI-HF®	3	147	441	20	New England Biolabs Germany
08.12.14	MPI Exp. Medizin, GÖ	GERMANY	R3189L	NotI-HF®	2	210	420	20	New England Biolabs Germany
08.12.14	MPI Exp. Medizin, GÖ	GERMANY	R3104L	HindIII-HF®	1	147	147	20	New England Biolabs Germany
08.12.14	MPI Exp. Medizin, GÖ	GERMANY	R3142L	KpnI-HF®	1	174	174	20	New England Biolabs Germany
08.12.14	MPI Exp. Medizin, GÖ	GERMANY	R3131L	NheI-HF®	2	192	384	20	New England Biolabs Germany
08.12.14	MPI Exp. Medizin, GÖ	GERMANY	R3138L	SalI-HF®	1	168	168	20	New England Biolabs Germany
08.12.14	MPI Biologie des Alterns, K	GERMANY	M0530L	Phusion® High-Fidelity DNA Polymerase	1	308	308	20	New England Biolabs Germany
08.12.14	Anthropologie AG Burger, MZ	GERMANY	M5505S	USER™ Enzyme, recombinant	1	66	66	20	New England Biolabs Germany
08.12.14	Anthropologie AG Burger, MZ	GERMANY	M0275S	Bst DNA Polymerase	3	64	192	20	New England Biolabs Germany
08.12.14	UniMS Biochemie, MS	GERMANY	M2080S	Vaccinia Capping System	1	118,8	118,8	20	New England Biolabs Germany
08.12.14	UniMS Biochemie, MS	GERMANY	S1560S	PolyA Spin™ mRNA Isolation Kit	2	184,5	369	20	New England Biolabs Germany
08.12.14	UniMS Biochemie, MS	GERMANY	M0491S	Q5® High-Fidelity DNA Polymerase	1	81	81	20	New England Biolabs Germany
08.12.14	UniK Genetik, K	GERMANY	S1506S	6-Tube Magnetic Separation Rack	1	147,2	147,2	20	New England Biolabs Germany
08.12.14	MPI Mol. Biomedizin,  MS	GERMANY	R3505S	EagI-HF®	1	48,36	48,36	20	New England Biolabs Germany
08.12.14	MUZL Virol./Zellbiol., HL	GERMANY	R0176L	DpnI, recombinant	1	223,2	223,2	20	New England Biolabs Germany
08.12.14	UNI Marburg, MR	GERMANY	R3104S	HindIII-HF®	1	41,65	41,65	20	New England Biolabs Germany
08.12.14	UNI Marburg, MR	GERMANY	P0720L	Neuraminidase	1	217,6	217,6	20	New England Biolabs Germany
08.12.14	TRON Freezer, MZ	GERMANY	R0712S	BspQI, recombinant	1	57,8	57,8	20	New England Biolabs Germany
08.12.14	TRON Freezer, MZ	GERMANY	R3182S	SphI-HF®	1	52,7	52,7	20	New England Biolabs Germany
08.12.14	RLP Agroscience, Neustadt	GERMANY	R0124S	HinP1I, recombinant	1	55,8	55,8	20	New England Biolabs Germany
08.12.14	RLP Agroscience, Neustadt	GERMANY	R0139S	HhaI, recombinant	1	50,4	50,4	20	New England Biolabs Germany
08.12.14	UniFR Bio, Freezer, FR	GERMANY	M0208L	Taq DNA Ligase	2	240	480	20	New England Biolabs Germany
08.12.14	UniFR Bio, Freezer, FR	GERMANY	M0202L	T4 DNA Ligase	1	217,6	217,6	20	New England Biolabs Germany
08.12.14	UniFR Bio, Freezer, FR	GERMANY	R3131L	NheI-HF®	1	204,8	204,8	20	New England Biolabs Germany
08.12.14	UniFR Bio, Freezer, FR	GERMANY	R0547L	PacI, recombinant	1	192	192	20	New England Biolabs Germany
08.12.14	UniFR Bio, Freezer, FR	GERMANY	R3552L	AgeI-HF®	1	198	198	20	New England Biolabs Germany
08.12.14	UniFR Bio, Freezer, FR	GERMANY	N0447L	Deoxynucleotide Solutions, Mix	1	185,6	185,6	20	New England Biolabs Germany
08.12.14	UniFR Bio, Freezer, FR	GERMANY	M0202L	T4 DNA Ligase	1	217,6	217,6	20	New England Biolabs Germany
08.12.14	FLI (BFA), Insel Riems	GERMANY	R0161S	AccI, recombinant	1	63	63	20	New England Biolabs Germany
08.12.14	Herzzentrum, M	GERMANY	R0160S	BclI, recombinant	1	52,2	52,2	20	New England Biolabs Germany
08.12.14	MPI EntwBio, Freezer, TÜ	GERMANY	R3104T	HindIII-HF®, conc.	1	38,22	38,22	20	New England Biolabs Germany
08.12.14	MPI EntwBio, Freezer, TÜ	GERMANY	R3140S	PstI-HF®	1	49,92	49,92	20	New England Biolabs Germany
08.12.14	MPI EntwBio, Freezer, TÜ	GERMANY	M0203L	T4 DNA Polymerase	5	193,44	967,2	20	New England Biolabs Germany
08.12.14	MPI EntwBio, Freezer, TÜ	GERMANY	M0210L	DNA Pol. Lg. Fragm. (Klenow)	1	184,08	184,08	20	New England Biolabs Germany
08.12.14	MPI EntwBio, Freezer, TÜ	GERMANY	M0201L	T4 Polynucleotide Kinase (PNK)	5	180,96	904,8	20	New England Biolabs Germany
08.12.14	MPI EntwBio, Freezer, TÜ	GERMANY	N0440S	dATP Solution	8	38,22	305,76	20	New England Biolabs Germany
08.12.14	MPI EntwBio, Freezer, TÜ	GERMANY	M0212L	DNA Pol. Lg. Fragm. exo-	6	184,08	1104,48	20	New England Biolabs Germany
08.12.14	MPI EntwBio, Freezer, TÜ	GERMANY	M2200L	Quick Ligation™ Kit	7	308,88	2162,16	20	New England Biolabs Germany
08.12.14	MPI EntwBio, Freezer, TÜ	GERMANY	M0386S	Cas9 Nuclease, S. pyogenes	1	117	117	20	New England Biolabs Germany
08.12.14	Klinikum/Verwaltung, ER	GERMANY	M2200L	Quick Ligation™ Kit	1	356,4	356,4	20	New England Biolabs Germany
08.12.14	Klinikum/Verwaltung, ER	GERMANY	R3138T	SalI-HF®, conc.	1	50,4	50,4	20	New England Biolabs Germany
08.12.14	Klinikum/Verwaltung, ER	GERMANY	R3133S	SpeI-HF®	1	55,8	55,8	20	New England Biolabs Germany
08.12.14	Klinikum/Verwaltung, ER	GERMANY	R0146S	XhoI, recombinant	1	61,2	61,2	20	New England Biolabs Germany
08.12.14	UniKlinik CECAD-Universitätsklinikum, K	GERMANY	M2200S	Quick Ligation™ Kit	1	89,1	89,1	20	New England Biolabs Germany
08.12.14	UniR, R	GERMANY	R0580S	BsmBI, recombinant	1	59,5	59,5	20	New England Biolabs Germany
08.12.14	Evocatal Freezer, D	GERMANY	R0111L	NdeI, recombinant	1	186	186	20	New England Biolabs Germany
08.12.14	Evocatal Freezer, D	GERMANY	N0447S	Deoxynucleotide Solutions, Mix	1	52,2	52,2	20	New England Biolabs Germany
08.12.14	Evocatal Freezer, D	GERMANY	M2200L	Quick Ligation™ Kit	1	356,4	356,4	20	New England Biolabs Germany
08.12.14	Evocatal Freezer, D	GERMANY	R3131L	NheI-HF®	1	192	192	20	New England Biolabs Germany
08.12.14	Evocatal Freezer, D	GERMANY	M0208S	Taq DNA Ligase	1	67,5	67,5	20	New England Biolabs Germany
08.12.14	Evocatal Freezer, D	GERMANY	M0363S	T5 Exonuclease	1	54	54	20	New England Biolabs Germany
08.12.14	DKFZ, HD •R1x	GERMANY	E7335L	NEBNext® Multiplex Oligos for Illumina® (Index Primer Set 1)	1	480	480	20	New England Biolabs Germany
08.12.14	DKFZ, HD •R1x	GERMANY	E7370L	NEBNext® Ultra DNA Library Prep Kit for Illumina®	1	2225	2225	20	New England Biolabs Germany
08.12.14	UKA Apotheke, AC•R1x	GERMANY	N3233L	Low Molecular Weight DNA Ladder	1	197,2	197,2	20	New England Biolabs Germany
08.12.14	Univ. Klinikum, E	GERMANY	E0554S	Q5® Site-Directed Mutagenesis Kit	1	153	153	20	New England Biolabs Germany
08.12.14	Univ. Klinikum, E	GERMANY	N0445S	7-deaza dGTP	1	53,55	53,55	20	New England Biolabs Germany
08.12.14	Univ. Klinikum, E	GERMANY	R0175S	DdeI, recombinant	1	52,7	52,7	20	New England Biolabs Germany
08.12.14	DKFZ, HD •R1x	GERMANY	M0267X	Taq DNA Polymerase	1	352	352	20	New England Biolabs Germany
08.12.14	DKFZ, HD •R1x	GERMANY	R3131S	NheI-HF®	1	51,2	51,2	20	New England Biolabs Germany
08.12.14	DKFZ, HD •R1x	GERMANY	R3193S	NcoI-HF®	1	49,6	49,6	20	New England Biolabs Germany
08.12.14	DKFZ, HD •R1x	GERMANY	R0187S	StuI, recombinant	1	44,8	44,8	20	New England Biolabs Germany
08.12.14	UniKlinik Apotheke, WÜ	GERMANY	M0493S	Q5® Hot Start High-Fidelity DNA Polymerase	1	94,5	94,5	20	New England Biolabs Germany
08.12.14	UniK Genetik, K  Pasparakis	GERMANY	R0137S	AluI, recombinant	1	51,2	51,2	20	New England Biolabs Germany
08.12.14	Universität Freezer, BT	GERMANY	R3138S	SalI-HF®	1	44,8	44,8	20	New England Biolabs Germany
08.12.14	UniHD Botanik - COS, Freezer, HD*	GERMANY	R0180S	XmaI, recombinant	1	57,8	57,8	20	New England Biolabs Germany
08.12.14	TUBS Biozentrum, Freezer, BS*/•R1x	GERMANY	M0202S	T4 DNA Ligase	1	54,4	54,4	20	New England Biolabs Germany
08.12.14	Apotheke, HAL	GERMANY	R0575S	BsrGI, recombinant	1	54,4	54,4	20	New England Biolabs Germany
08.12.14	Apotheke, HAL	GERMANY	M0491S	Q5® High-Fidelity DNA Polymerase	1	76,5	76,5	20	New England Biolabs Germany
08.12.14	Apotheke, HAL	GERMANY	R0149S	TaqI, recombinant	1	47,6	47,6	20	New England Biolabs Germany
08.12.14	Apotheke, HAL	GERMANY	R0518S	BstUI	1	49,3	49,3	20	New England Biolabs Germany
08.12.14	HU_B Freezer Pflanzenphysiologie, B*	GERMANY	R0657S	PsiI, recombinant	1	78,4	78,4	20	New England Biolabs Germany
08.12.14	MPI Mol. Biomedizin,  MS	GERMANY	R0153S	AvaII, recombinant	1	45,24	45,24	20	New England Biolabs Germany
08.12.14	UniK Genetik Freezer, K* •	GERMANY	R3138S	SalI-HF®	1	44,8	44,8	20	New England Biolabs Germany
08.12.14	UniK Genetik Freezer, K* •	GERMANY	R3140S	PstI-HF®	1	51,2	51,2	20	New England Biolabs Germany
08.12.14	UniK Genetik Freezer, K* •	GERMANY	M2200S	Quick Ligation™ Kit	1	79,2	79,2	20	New England Biolabs Germany
08.12.14	UniK Genetik Freezer, K* •	GERMANY	R0180S	XmaI, recombinant	2	54,4	108,8	20	New England Biolabs Germany
08.12.14	ENI, GÖ 	GERMANY	E5510S	Gibson Assembly® Cloning Kit	1	166,5	166,5	20	New England Biolabs Germany
08.12.14	Uni Konstanz, Freezer, KN*•	GERMANY	M0201S	T4 Polynucleotide Kinase (PNK)	1	46,4	46,4	20	New England Biolabs Germany
08.12.14	Uni Konstanz, Freezer, KN*•	GERMANY	M0267S	Taq DNA Polymerase	1	48	48	20	New England Biolabs Germany
08.12.14	Uni Konstanz, Freezer, KN*•	GERMANY	N3200S	2-Log DNA Ladder (0.1-10.0 kb)	1	39,2	39,2	20	New England Biolabs Germany
08.12.14	Uni Konstanz, Freezer, KN*•	GERMANY	R3189S	NotI-HF®	1	56	56	20	New England Biolabs Germany
08.12.14	FLI Altersforschung/vorm. IMB, J •R1x	GERMANY	M0302L	T7 Endonuclease I	3	211,2	633,6	20	New England Biolabs Germany
08.12.14	FLI Altersforschung/vorm. IMB, J •R1x	GERMANY	M0530L	Phusion® High-Fidelity DNA Polymerase	1	319,2	319,2	20	New England Biolabs Germany
08.12.14	FLI Altersforschung/vorm. IMB, J •R1x	GERMANY	M0318S	T7 DNA Ligase	1	50,4	50,4	20	New England Biolabs Germany
08.12.14	FLI Altersforschung/vorm. IMB, J •R1x	GERMANY	M0247S	Micrococcal Nuclease	2	54,4	108,8	20	New England Biolabs Germany
08.12.14	FLI Altersforschung/vorm. IMB, J •R1x	GERMANY	M2200S	Quick Ligation™ Kit	1	79,2	79,2	20	New England Biolabs Germany
08.12.14	FLI Altersforschung/vorm. IMB, J •R1x	GERMANY	R3189L	NotI-HF®	3	210	630	20	New England Biolabs Germany
08.12.14	FLI Altersforschung/vorm. IMB, J •R1x	GERMANY	R0191L	NarI, recombinant	1	186	186	20	New England Biolabs Germany
08.12.14	FLI Altersforschung/vorm. IMB, J •R1x	GERMANY	R0630S	AsiSI, recombinant	1	48	48	20	New England Biolabs Germany
08.12.14	Kvalitex - Hungary	HUNGARY	N4002S	CpG Methylated Jurkat Genomic DNA	1	0	0	20	New England Biolabs Germany
08.12.14	Apotheke, MZ	GERMANY	R3189L	NotI-HF®	1	238	238	20	New England Biolabs Germany
08.12.14	Apotheke, MZ	GERMANY	R0187S	StuI, recombinant	1	47,6	47,6	20	New England Biolabs Germany
08.12.14	Apotheke, MZ	GERMANY	C3019H	NEB 10-beta Competent E. coli (High Efficiency)	1	174,25	174,25	20	New England Biolabs Germany
08.12.14	Georg Speyer Freezer, F*	GERMANY	N3200S	2-Log DNA Ladder (0.1-10.0 kb)	1	39,2	39,2	20	New England Biolabs Germany
08.12.14	Georg Speyer Freezer, F*	GERMANY	N3231S	DNA Ladder 100 bp	1	40,5	40,5	20	New England Biolabs Germany
08.12.14	Georg Speyer Freezer, F*	GERMANY	M0267S	Taq DNA Polymerase	2	48	96	20	New England Biolabs Germany
08.12.14	Georg Speyer Freezer, F*	GERMANY	N3200S	2-Log DNA Ladder (0.1-10.0 kb)	1	39,2	39,2	20	New England Biolabs Germany
08.12.14	Georg Speyer Freezer, F*	GERMANY	M0530S	Phusion® High-Fidelity DNA Polymerase	1	72	72	20	New England Biolabs Germany
08.12.14	Georg Speyer Freezer, F*	GERMANY	M0289S	Antarctic Phosphatase	1	49,6	49,6	20	New England Biolabs Germany
08.12.14	Georg Speyer Freezer, F*	GERMANY	M2200S	Quick Ligation™ Kit	1	79,2	79,2	20	New England Biolabs Germany
08.12.14	Georg Speyer Freezer, F*	GERMANY	M2200S	Quick Ligation™ Kit	1	79,2	79,2	20	New England Biolabs Germany
08.12.14	Georg Speyer Freezer, F*	GERMANY	M0491S	Q5® High-Fidelity DNA Polymerase	1	72	72	20	New England Biolabs Germany
08.12.14	Georg Speyer Freezer, F*	GERMANY	M0530S	Phusion® High-Fidelity DNA Polymerase	1	72	72	20	New England Biolabs Germany
08.12.14	Georg Speyer Freezer, F*	GERMANY	N0447S	Deoxynucleotide Solutions, Mix	1	46,4	46,4	20	New England Biolabs Germany
08.12.14	Georg Speyer Freezer, F*	GERMANY	R3189S	NotI-HF®	1	56	56	20	New England Biolabs Germany
08.12.14	Georg Speyer Freezer, F*	GERMANY	R0539S	BbsI	1	51,2	51,2	20	New England Biolabs Germany
08.12.14	TU Klinik, DD	GERMANY	M0293L	Exonuclease I	1	201,6	201,6	20	New England Biolabs Germany
08.12.14	TU Klinik, DD	GERMANY	R0501S	RsrII, recombinant	1	52,5	52,5	20	New England Biolabs Germany
08.12.14	TU Klinik, DD	GERMANY	R0187S	StuI, recombinant	1	42	42	20	New England Biolabs Germany
08.12.14	TU Klinik, DD	GERMANY	M0201S	T4 Polynucleotide Kinase (PNK)	1	46,4	46,4	20	New England Biolabs Germany
08.12.14	MUZL Chemikalienlager, HL	GERMANY	P8010S	Factor Xa	1	58,5	58,5	20	New England Biolabs Germany
08.12.14	MUZL Chemikalienlager, HL	GERMANY	R0537S	BsaBI	1	57,6	57,6	20	New England Biolabs Germany
08.12.14	MUZL Chemikalienlager, HL	GERMANY	R0174S	AvrII, recombinant	1	61,2	61,2	20	New England Biolabs Germany
08.12.14	FSU Klinik Biochemie , J	GERMANY	P8010L	Factor Xa	1	234	234	20	New England Biolabs Germany
08.12.14	FSU Klinik Biochemie , J	GERMANY	P8010S	Factor Xa	2	58,5	117	20	New England Biolabs Germany
08.12.14	UMG, GÖ	GERMANY	M0265S	Exonuclease T	1	60,3	60,3	20	New England Biolabs Germany
08.12.14	UMG, GÖ	GERMANY	R0169S	Sau3AI, recombinant	1	42	42	20	New England Biolabs Germany
08.12.14	UMG, GÖ	GERMANY	M0250S	Mung Bean Nuclease	1	54	54	20	New England Biolabs Germany
08.12.14	UMG, GÖ	GERMANY	M0318S	T7 DNA Ligase	1	56,7	56,7	20	New England Biolabs Germany
08.12.14	MPI Biochemie, Martinsried• aLambach/vor	GERMANY	M0492L	Q5® High-Fidelity 2X Master Mix	2	455	910	20	New England Biolabs Germany
08.12.14	Uniklinik Apotheke, MS	GERMANY	M0486L	OneTaq® Quick-Load 2X Master Mix with Standard Buffer	3	132,6	397,8	20	New England Biolabs Germany
08.12.14	FSU Klinikum, J 	GERMANY	R0176S	DpnI, recombinant	1	55,8	55,8	20	New England Biolabs Germany
08.12.14	FSU Klinikum, J 	GERMANY	R3131S	NheI-HF®	1	57,6	57,6	20	New England Biolabs Germany
08.12.14	HKI, J	GERMANY	R0630S	AsiSI, recombinant	1	51,2	51,2	20	New England Biolabs Germany
08.12.14	UniFR Biochemie FR*	GERMANY	M0201S	T4 Polynucleotide Kinase (PNK)	1	46,4	46,4	20	New England Biolabs Germany
08.12.14	UniFR Biochemie FR*	GERMANY	N3232S	DNA Ladder 1 kb	1	39,2	39,2	20	New England Biolabs Germany
08.12.14	UniFR Bio, Freezer, FR	GERMANY	R0539S	BbsI	1	51,2	51,2	20	New England Biolabs Germany
08.12.14	Fraunhofer Grenzflächen, SR	GERMANY	R0544S	KasI, recombinant	1	57,6	57,6	20	New England Biolabs Germany
08.12.14	Uni-Klinik, BN •	GERMANY	M0530L	Phusion® High-Fidelity DNA Polymerase	1	339,15	339,15	20	New England Biolabs Germany
08.12.14	UniFR Reagenzien, FR •R1x	GERMANY	R3189S	NotI-HF®	1	56	56	20	New England Biolabs Germany
08.12.14	RWTH Biologie I, AC	GERMANY	R0515S	PleI, recombinant	1	46,5	46,5	20	New England Biolabs Germany
08.12.14	RWTH Biologie I, AC	GERMANY	R0520S	AflII, recombinant	1	46,5	46,5	20	New England Biolabs Germany
08.12.14	RWTH Biologie I, AC	GERMANY	R0198S	MluI, recombinant	1	46,5	46,5	20	New England Biolabs Germany
08.12.14	RWTH Biologie I, AC	GERMANY	R0513S	AlwI, recombinant	1	49,5	49,5	20	New England Biolabs Germany
08.12.14	RWTH Biologie I, AC	GERMANY	R0539S	BbsI	1	48	48	20	New England Biolabs Germany
08.12.14	TU Klinik, DD	GERMANY	M0530L	Phusion® High-Fidelity DNA Polymerase	1	308	308	20	New England Biolabs Germany
08.12.14	Molekularbiol. Freezer, M	GERMANY	E7335S	NEBNext® Multiplex Oligos for Illumina® (Index Primer Set 1)	2	132	264	20	New England Biolabs Germany
08.12.14	Molekularbiol. Freezer, M	GERMANY	E7500S	NEBNext® Multiplex Oligos for Illumina® (Index Primer Set 2)	3	132	396	20	New England Biolabs Germany
08.12.14	Molekularbiol. Freezer, M	GERMANY	M0212L	DNA Pol. Lg. Fragm. exo-	1	188,8	188,8	20	New England Biolabs Germany
08.12.14	Molekularbiol. Freezer, M	GERMANY	M0530S	Phusion® High-Fidelity DNA Polymerase	1	72	72	20	New England Biolabs Germany
08.12.14	UKE /Klinik, HH	GERMANY	M0486X	OneTaq® Quick-Load 2X Master Mix with Standard Buffer	1	690	690	20	New England Biolabs Germany
08.12.14	Chemie Freezer, Garching	GERMANY	R3193S	NcoI-HF®	1	52,7	52,7	20	New England Biolabs Germany
08.12.14	Chemie Freezer, Garching	GERMANY	N0447S	Deoxynucleotide Solutions, Mix	1	49,3	49,3	20	New England Biolabs Germany
08.12.14	Chemie Freezer, Garching	GERMANY	R0176S	DpnI, recombinant	1	52,7	52,7	20	New England Biolabs Germany
08.12.14	UniOS, OS  	GERMANY	C3019H	NEB 10-beta Competent E. coli (High Efficiency)	1	157,5	157,5	20	New England Biolabs Germany
08.12.14	Chemie Freezer, Garching	GERMANY	R3193S	NcoI-HF®	1	52,7	52,7	20	New England Biolabs Germany
08.12.14	Chemie Freezer, Garching	GERMANY	N0447S	Deoxynucleotide Solutions, Mix	1	49,3	49,3	20	New England Biolabs Germany
08.12.14	Chemie Freezer, Garching	GERMANY	R3136S	BamHI-HF®	1	41,65	41,65	20	New England Biolabs Germany
08.12.14	Chemie Freezer, Garching	GERMANY	M0202S	T4 DNA Ligase	1	57,8	57,8	20	New England Biolabs Germany
08.12.14	Chemie Freezer, Garching	GERMANY	M0530S	Phusion® High-Fidelity DNA Polymerase	1	76,5	76,5	20	New England Biolabs Germany
08.12.14	Chemie Freezer, Garching	GERMANY	R0176S	DpnI, recombinant	1	52,7	52,7	20	New England Biolabs Germany
08.12.14	UniFR Reagenzien, FR •R1x	GERMANY	R0133S	SpeI, recombinant	1	49,6	49,6	20	New England Biolabs Germany
08.12.14	Pharmazie, MZ	GERMANY	E2611S	Gibson Assembly® Master Mix	1	141,3	141,3	20	New England Biolabs Germany
08.12.14	Universität Freezer, BT	GERMANY	M0202S	T4 DNA Ligase	1	54,4	54,4	20	New England Biolabs Germany
08.12.14	Universität Freezer, BT	GERMANY	M0267S	Taq DNA Polymerase	1	60	60	20	New England Biolabs Germany
08.12.14	MPI Biochemie, Martinsried• aLambach/vor	GERMANY	R0652S	AfeI, recombinant	1	53,04	53,04	20	New England Biolabs Germany
08.12.14	MPI Immunbiologie, FR	GERMANY	R3189S	NotI-HF®	1	54,6	54,6	20	New England Biolabs Germany
08.12.14	Nomad Biosciences, HAL	GERMANY	R0150S	PvuI, recombinant	1	68	68	20	New England Biolabs Germany
08.12.14	DKFZ, HD •R1x	GERMANY	E5510S	Gibson Assembly® Cloning Kit	1	148	148	20	New England Biolabs Germany
08.12.14	MPI Immunbiologie, FR	GERMANY	E5510S	Gibson Assembly® Cloning Kit	1	144,3	144,3	20	New England Biolabs Germany
