Datum	Customer	Country	Catalog Number	Catalog Name	Quantity	Price	Total	Currency_ID	Subsidiary
03.12.14	NEB FR	FRANCE	C3022I	T7 Express Crystal Competent E. coli (High Efficiency)	1	86	86	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	M0212S	DNA Pol. Lg. Fragm. exo-	1	29,5	29,5	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	M0530S	Phusion® High-Fidelity DNA Polymerase	1	45	45	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	N0468S	Quick-Load® 1 kb DNA Ladder	2	28	56	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R0180S	XmaI, recombinant	1	34	34	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R0524S	Bsu36I, recombinant	1	31	31	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R0655S	PciI, recombinant	1	34	34	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R3193S	NcoI-HF®	1	31	31	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R0114S	ApaI, recombinant	2	34	68	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R3193S	NcoI-HF®	1	31	31	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R0146S	XhoI, recombinant	3	34	102	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R0520S	AflII, recombinant	1	31	31	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R0509S	PflMI, recombinant	1	31	31	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R0176S	DpnI, recombinant	2	31	62	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	N0446S	Deoxynucleotide Solution Set	1	79	79	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R3195S	EcoRV-HF®	1	29	29	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R3133S	SpeI-HF®	1	31	31	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	M0208L	Taq DNA Ligase	1	150	150	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	M0530L	Phusion® High-Fidelity DNA Polymerase	1	199,5	199,5	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	M0363S	T5 Exonuclease	1	30	30	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R0171L	HpaII, recombinant	1	116	116	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	B9000S	BSA Molecular Biology Grade (conc. 20 mg/ml)	8	12,5	100	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R0171L	HpaII, recombinant	2	116	232	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	C2992H	NEB 5-alpha F´ Iq Competent E. coli (High Efficiency)	1	91	91	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	E2611S	Gibson Assembly® Master Mix	1	78,5	78,5	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R0145S	XbaI, recombinant	4	34	136	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	N0467S	Quick-Load® 100 bp DNA Ladder	6	37,5	225	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	M0302L	T7 Endonuclease I	1	132	132	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	M0202S	T4 DNA Ligase	1	34	34	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R0111S	NdeI, recombinant	1	31	31	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R3535S	BsaI-HF®	1	33	33	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R0534S	MscI, recombinant	1	34	34	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R0601S	BbvCI, recombinant	2	31	62	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	M0392S	Beta Agarase I	2	36,5	73	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	M0202S	T4 DNA Ligase	3	34	102	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	M0303S	DNase I (RNase-Free)	2	34	68	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R3101S	EcoRI-HF®	1	24,5	24,5	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R3133S	SpeI-HF®	1	31	31	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R3142S	KpnI-HF®	1	29	29	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R3150S	PvuI-HF®	1	34	34	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R3189S	NotI-HF®	2	35	70	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R3505S	EagI-HF®	1	31	31	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R3552S	AgeI-HF®	1	33	33	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R0174S	AvrII, recombinant	1	34	34	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R0144S	BglII, recombinant	1	29	29	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R0146S	XhoI, recombinant	1	34	34	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R0176S	DpnI, recombinant	2	31	62	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R0197S	ClaI, recombinant	1	31	31	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R0176L	DpnI, recombinant	3	124	372	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	M0273L	Taq DNA Polymerase (DF Standard Taq Buffer)	2	120	240	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	M0480L	OneTaq® DNA Polymerase	2	76	152	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R0535S	BsaI, recombinant	1	33	33	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R3193S	NcoI-HF®	1	31	31	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R3189S	NotI-HF®	2	35	70	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	M2200S	Quick Ligation™ Kit	1	49,5	49,5	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	M0493L	Q5® Hot Start High-Fidelity DNA Polymerase	1	240	240	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	M0535L	Phusion® Hot Start Flex DNA Polymerase	1	240	240	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	M0202M	T4 DNA Ligase, conc.	8	136	1088	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R0601L	BbvCI, recombinant	1	124	124	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	M0280S	Uracil-DNA Glycosylase (UDG)	1	34,5	34,5	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R0117S	AatII, recombinant	1	28	28	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R3552L	AgeI-HF®	1	132	132	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R0153S	AvaII, recombinant	1	29	29	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R0176S	DpnI, recombinant	1	31	31	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	M0202T	T4 DNA Ligase, conc.	1	34	34	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R0530S	DrdI	2	32	64	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R0584S	AhdI, recombinant	1	36	36	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R3195S	EcoRV-HF®	1	29	29	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R0560S	PmeI, recombinant	1	36	36	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	P0756L	Adenosine 5´-Triphosphate (ATP)	1	60	60	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R0198S	MluI, recombinant	1	31	31	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	M0493S	Q5® Hot Start High-Fidelity DNA Polymerase	2	52,5	105	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R0180S	XmaI, recombinant	1	34	34	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R0132S	SspI, recombinant	1	33	33	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R0535S	BsaI, recombinant	2	33	66	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R0553S	BsiWI, recombinant	1	33	33	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R0199S	BssHII, recombinant	1	31	31	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R0104T	HindIII, recombinant, conc.	1	24,5	24,5	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R0136S	BamHI, recombinant	1	24,5	24,5	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R0141S	SmaI, recombinant	1	28	28	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R0160S	BclI, recombinant	1	29	29	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R0180S	XmaI, recombinant	1	34	34	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R0599S	Acc65I, recombinant	1	32	32	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R0652S	AfeI, recombinant	1	34	34	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R3142S	KpnI-HF®	1	29	29	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R3552S	AgeI-HF®	1	33	33	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R3658S	BmtI-HF®	1	31	31	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R0197S	ClaI, recombinant	1	31	31	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R3101S	EcoRI-HF®	1	24,5	24,5	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R0146S	XhoI, recombinant	1	34	34	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R0125L	NlaIII, recombinant	1	132	132	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R0137L	AluI, recombinant	1	128	128	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R0589S	MfeI, recombinant	2	35	70	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R0105S	HpaI, recombinant	2	28	56	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R0560S	PmeI, recombinant	1	36	36	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	R0145S	XbaI, recombinant	1	34	34	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	M0290S	Alkaline Phosphatase (CIP)	2	32	64	20	New England Biolabs Germany
03.12.14	NEB FR	FRANCE	M0202S	T4 DNA Ligase	2	34	68	20	New England Biolabs Germany
03.12.14	UniIB Molekularbiologie, IB	AUSTRIA	R0694S	I-SceI (Intron encoded endonuclease), recombinant	1	65	65	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	B0701S	Endoglycosidase Reaction Buffer Pack	1	0	0	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	C2987I	NEB 5-alpha Competent E. coli (High Efficiency)	5	78,1	390,5	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	C3040I	NEB Stable Competent E.coli	1	126,5	126,5	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	B9000S	BSA Molecular Biology Grade (conc. 20 mg/ml)	10	15	150	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	E2040S	T7 High Yield RNA Synthesis Kit	2	123	246	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	E7335S	NEBNext® Multiplex Oligos for Illumina® (Index Primer Set 1)	2	79,2	158,4	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	M0202S	T4 DNA Ligase	32	40,8	1305,6	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	M0213S	Nuclease BAL-31	2	37,2	74,4	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	M0242S	T4 RNA Ligase 2, truncated	1	39	39	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	M0251S	T7 RNA Polymerase	1	38,4	38,4	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	M0254S	Vent® DNA Polymerase	7	40,8	285,6	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	M0275L	Bst DNA Polymerase	1	153,6	153,6	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	M0276S	E. coli Poly(A) Polymerase	1	39,6	39,6	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	M0277T	AMV Reverse Transcriptase, conc.	1	88,2	88,2	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	M0290L	Alkaline Phosphatase (CIP)	1	153,6	153,6	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	M0290S	Alkaline Phosphatase (CIP)	6	38,4	230,4	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	M0300L	T4 Gene 32 Protein	2	177,6	355,2	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	M0307S	RNase Inhibitor, recombinant	7	42	294	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	M0318S	T7 DNA Ligase	1	37,8	37,8	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	M0550S	E. coli RNA Polymerase, Core Enzyme	1	100,8	100,8	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	N0340S	Lambda Ladder PFG Marker	4	40,2	160,8	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	N0445S	7-deaza dGTP	3	37,8	113,4	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	N0446S	Deoxynucleotide Solution Set	2	94,8	189,6	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	N3231L	DNA Ladder 100 bp	1	129,6	129,6	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	N3232S	DNA Ladder 1 kb	7	29,4	205,8	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	P0709S	PNGase F (Glycerol Free), recombinant	1	99	99	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	P6042S	Fetuin	1	40,8	40,8	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	P7702S	Protein Marker, Broad Range, premixed	2	40,8	81,6	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	P8070S	Enterokinase, light chain	1	60,6	60,6	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	R0103S	HincII, recombinant	1	31,9	31,9	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	R0105S	HpaI, recombinant	1	30,8	30,8	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	R0110S	ScrFI, recombinant	1	34,1	34,1	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	R0114S	ApaI, recombinant	6	37,4	224,4	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	R0123S	SfiI, recombinant	3	36,3	108,9	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	R0127L	NsiI, recombinant	1	136,4	136,4	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	R0133L	SpeI, recombinant	1	136,4	136,4	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	R0133S	SpeI, recombinant	9	34,1	306,9	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	R0139S	HhaI, recombinant	2	30,8	61,6	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	R0141S	SmaI, recombinant	5	30,8	154	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	R0145S	XbaI, recombinant	15	37,4	561	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	R0145T	XbaI, recombinant, conc.	1	37,4	37,4	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	R0154S	HgaI, recombinant	2	37,4	74,8	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	R0157S	SacII, recombinant	5	31,9	159,5	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	R0176S	DpnI, recombinant	11	34,1	375,1	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	R0187L	StuI, recombinant	1	123,2	123,2	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	R0189L	NotI, recombinant	4	154	616	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	R0190S	NaeI, recombinant	1	31,9	31,9	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	R0513L	AlwI, recombinant	1	145,2	145,2	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	R0517L	BspHI, recombinant	1	140,8	140,8	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	R0520S	AflII, recombinant	4	34,1	136,4	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	R0521S	EcoNI, recombinant	1	35,2	35,2	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	R0523S	BstYI, recombinant	1	33	33	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	R0533S	XcmI, recombinant	1	35,2	35,2	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	R0541S	AflIII, recombinant	1	35,2	35,2	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	R0547S	PacI, recombinant	6	35,2	211,2	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	R0551S	AciI, recombinant	2	35,2	70,4	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	R0552S	AgeI, recombinant	5	36,3	181,5	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	R0556S	BsaHI, recombinant	1	34,1	34,1	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	R0558S	AscI, recombinant	5	35,2	176	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	R0559S	BsgI	1	35,2	35,2	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	R0569S	SapI, recombinant	4	35,2	140,8	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	R0572S	BsmFI, recombinant	1	37,4	37,4	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	R0581S	BseRI, recombinant	1	38,5	38,5	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	R0601S	BbvCI, recombinant	1	34,1	34,1	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	R0605S	SexAI, recombinant	1	35,2	35,2	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	R0613S	BaeI	1	34,1	34,1	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	R0618L	HpyCH4III, recombinant	1	145,2	145,2	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	R0652L	AfeI, recombinant	1	149,6	149,6	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	R0654S	BstAPI, recombinant	1	50,6	50,6	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	R0703L	BtgZI, recombinant	1	140,8	140,8	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	R0703S	BtgZI, recombinant	1	35,2	35,2	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	R3132S	SspI-HF®	3	36,3	108,9	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	R3133S	SpeI-HF®	5	34,1	170,5	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	R3136T	BamHI-HF®, conc.	1	26,95	26,95	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	R3138S	SalI-HF®	5	30,8	154	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	R3193S	NcoI-HF®	2	34,1	68,2	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	R3195S	EcoRV-HF®	3	31,9	95,7	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	R3535S	BsaI-HF®	1	36,3	36,3	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	R3552S	AgeI-HF®	5	36,3	181,5	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	R5558S	AscI RE-Mix®	1	26,95	26,95	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	S1230S	Random Primer 6	2	53,4	106,8	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	S1404S	RNA Cap Struc. Analog, m7G(5')ppp(5')G	1	88,8	88,8	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	C3019H	NEB 10-beta Competent E. coli (High Efficiency)	1	115,5	115,5	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	B0518S	Phusion® HF Buffer Pack	1	10,8	10,8	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	B7204S	CutSmart Buffer	1	10,8	10,8	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	N0447L	Deoxynucleotide Solutions, Mix	1	139,2	139,2	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	P8107S	Proteinase K, Molecular Biology Grade	1	40,8	40,8	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	R0526S	AseI, recombinant	1	34,1	34,1	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	R0543L	DpnII, recombinant	2	149,6	299,2	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	R0555S	BslI, recombinant	2	35,2	70,4	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	R3131S	NheI-HF®	2	35,2	70,4	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	R3193S	NcoI-HF®	4	34,1	136,4	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	S1230S	Random Primer 6	2	53,4	106,8	20	New England Biolabs Germany
03.12.14	Dis Spain	SPAIN	S1411L	3´-O-Me-7mG(ppp)G RNA Cap Structure Analog	5	336	1680	20	New England Biolabs Germany
03.12.14	Dis Italy	ITALY	R0144M	BglII, recombinant, conc.	1	127,6	127,6	20	New England Biolabs Germany
03.12.14	Dis Italy	ITALY	S1315S	Universal miRNA Cloning Linker	2	82,2	164,4	20	New England Biolabs Germany
03.12.14	Dis Italy	ITALY	N0364S	Low Range ssRNA Ladder	3	37,8	113,4	20	New England Biolabs Germany
03.12.14	Dis Italy	ITALY	R0588S	FseI, recombinant	1	38,5	38,5	20	New England Biolabs Germany
03.12.14	Dis Italy	ITALY	E6050S	NEBNext® End Repair Module	2	51	102	20	New England Biolabs Germany
03.12.14	Dis Italy	ITALY	E6053S	NEBNext® dA-Tailing Module	2	60	120	20	New England Biolabs Germany
03.12.14	Dis Italy	ITALY	E6240L	NEBNext® ChIP-Seq Library Prep Master Mix Set for Illumina®	1	684	684	20	New England Biolabs Germany
03.12.14	Dis Italy	ITALY	E7300S	NEBNext® Multiplex Small RNA Prep Set for Illumina® (Set1)	3	882	2646	20	New England Biolabs Germany
03.12.14	Dis Italy	ITALY	E7580S	NEBNext® Multiplex Small RNA Prep Set for Illumina® (Set2)	4	882	3528	20	New England Biolabs Germany
03.12.14	Dis Italy	ITALY	M0201S	T4 Polynucleotide Kinase (PNK)	2	34,8	69,6	20	New England Biolabs Germany
03.12.14	Dis Italy	ITALY	M0202S	T4 DNA Ligase	12	40,8	489,6	20	New England Biolabs Germany
03.12.14	Dis Italy	ITALY	M0202T	T4 DNA Ligase, conc.	2	40,8	81,6	20	New England Biolabs Germany
03.12.14	Dis Italy	ITALY	M0203S	T4 DNA Polymerase	7	37,2	260,4	20	New England Biolabs Germany
03.12.14	Dis Italy	ITALY	M0210S	DNA Pol. Lg. Fragm. (Klenow)	2	35,4	70,8	20	New England Biolabs Germany
03.12.14	Dis Italy	ITALY	M0212S	DNA Pol. Lg. Fragm. exo-	2	35,4	70,8	20	New England Biolabs Germany
03.12.14	Dis Italy	ITALY	M0226S	SssI (CpG) Methyltransferase	1	39	39	20	New England Biolabs Germany
03.12.14	Dis Italy	ITALY	M0242S	T4 RNA Ligase 2, truncated	2	39	78	20	New England Biolabs Germany
03.12.14	Dis Italy	ITALY	M0253S	M-MuLV Reverse Transcriptase	2	39,6	79,2	20	New England Biolabs Germany
03.12.14	Dis Italy	ITALY	M0267L	Taq DNA Polymerase	1	120	120	20	New England Biolabs Germany
03.12.14	Dis Italy	ITALY	M0293L	Exonuclease I	1	156	156	20	New England Biolabs Germany
03.12.14	Dis Italy	ITALY	M0303S	DNase I (RNase-Free)	1	40,8	40,8	20	New England Biolabs Germany
03.12.14	Dis Italy	ITALY	M0318L	T7 DNA Ligase	1	151,2	151,2	20	New England Biolabs Germany
03.12.14	Dis Italy	ITALY	M0324L	Crimson Taq DNA Polymerase	1	88	88	20	New England Biolabs Germany
03.12.14	Dis Italy	ITALY	M0367L	Blunt/TA Ligase Master Mix	2	235,2	470,4	20	New England Biolabs Germany
03.12.14	Dis Italy	ITALY	M0480L	OneTaq® DNA Polymerase	1	76	76	20	New England Biolabs Germany
03.12.14	Dis Italy	ITALY	M0491L	Q5® High-Fidelity DNA Polymerase	1	219,45	219,45	20	New England Biolabs Germany
03.12.14	Dis Italy	ITALY	M0530S	Phusion® High-Fidelity DNA Polymerase	15	54	810	20	New England Biolabs Germany
03.12.14	Dis Italy	ITALY	M0536S	Phusion® Hot Start Flex 2X Master Mix	2	105	210	20	New England Biolabs Germany
03.12.14	Dis Italy	ITALY	N2102S	microRNA Marker	3	37,2	111,6	20	New England Biolabs Germany
03.12.14	Dis Italy	ITALY	N3012S	Lambda/Hind III Digest	1	37,2	37,2	20	New England Biolabs Germany
03.12.14	Dis Italy	ITALY	N3231S	DNA Ladder 100 bp	6	32,4	194,4	20	New England Biolabs Germany
03.12.14	Dis Italy	ITALY	N3232L	DNA Ladder 1 kb	1	117,6	117,6	20	New England Biolabs Germany
03.12.14	Dis Italy	ITALY	N3232S	DNA Ladder 1 kb	1	29,4	29,4	20	New England Biolabs Germany
03.12.14	Dis Italy	ITALY	P0704S	PNGase F	1	80,4	80,4	20	New England Biolabs Germany
03.12.14	Dis Italy	ITALY	P9301S	ACP Synthase	1	167,4	167,4	20	New England Biolabs Germany
03.12.14	Dis Italy	ITALY	P9302S	SFP Synthase™	1	167,4	167,4	20	New England Biolabs Germany
03.12.14	Dis Italy	ITALY	R0104S	HindIII, recombinant	2	26,95	53,9	20	New England Biolabs Germany
03.12.14	Dis Italy	ITALY	R0105S	HpaI, recombinant	1	30,8	30,8	20	New England Biolabs Germany
03.12.14	Dis Italy	ITALY	R0106S	MspI, recombinant	1	31,9	31,9	20	New England Biolabs Germany
03.12.14	Dis Italy	ITALY	R0111S	NdeI, recombinant	1	34,1	34,1	20	New England Biolabs Germany
03.12.14	Dis Italy	ITALY	R0117S	AatII, recombinant	2	30,8	61,6	20	New England Biolabs Germany
03.12.14	Dis Italy	ITALY	R0119S	BanII, recombinant	1	35,2	35,2	20	New England Biolabs Germany
03.12.14	Dis Italy	ITALY	R0127S	NsiI, recombinant	1	34,1	34,1	20	New England Biolabs Germany
03.12.14	Dis Italy	ITALY	R0130S	SnaBI, recombinant	1	31,9	31,9	20	New England Biolabs Germany
03.12.14	Dis Italy	ITALY	R0133S	SpeI, recombinant	1	34,1	34,1	20	New England Biolabs Germany
03.12.14	Dis Italy	ITALY	R0134S	BsmI, recombinant	1	36,3	36,3	20	New England Biolabs Germany
03.12.14	Dis Italy	ITALY	R0138L	SalI, recombinant	1	123,2	123,2	20	New England Biolabs Germany
03.12.14	Dis Italy	ITALY	R0141S	SmaI, recombinant	3	30,8	92,4	20	New England Biolabs Germany
03.12.14	Dis Italy	ITALY	R0142S	KpnI, recombinant	2	31,9	63,8	20	New England Biolabs Germany
03.12.14	Dis Italy	ITALY	R0145S	XbaI, recombinant	1	37,4	37,4	20	New England Biolabs Germany
